Hour,Year,Day,DOY,Latitude,Longitude,Month,Electron_density_Ne,o+,NO,TEC,hmF2,foF2,profundidad,magnitud,tec_GIM
17,2019,21,325,26.35,338.1,11,6.59E+11,99.1,0.1,9.3,256.2,7.8,,,18.1
18,2019,21,325,26.35,338.1,11,6.26E+11,98.9,0.1,9.3,253.7,7.645,,,16.1
19,2019,21,325,26.35,338.1,11,5.63E+11,98.7,0.1,9.1,243.6,7.465,,,13
20,2019,21,325,26.35,338.1,11,4.94E+11,98.5,0.2,8.5,235.6,7.209,10.00,4.00,13.4
21,2019,21,325,26.35,338.1,11,3.97E+11,98.1,0.3,6.9,233.3,6.563,10.00,4.00,14.2
22,2019,21,325,26.35,338.1,11,2.62E+11,97.1,0.6,4.3,234.8,5.327,10.00,4.00,12.8
1,2020,16,168,27.89,335.1,6,6.43E+11,99.1,0,4.5,288.9,7.239,,,16.5
2,2020,16,168,27.89,335.1,6,4.92E+11,99.9,0,2.6,288.9,6.328,,,17.7
3,2020,16,168,27.89,335.1,6,3.87E+11,99.9,0,1.4,301.7,5.591,,,18.9
4,2020,16,168,27.89,335.1,6,2.87E+11,99.9,0,0.8,316.4,5.027,,,14.3
5,2020,16,168,27.89,335.1,6,2.21E+11,99.9,0,0.7,321.1,4.481,6.20,3.50,11.3
4,2020,16,168,27.87,335.1,6,1875500000,99.7,0.1,0.7,316.1,4.014,23.60,3.90,4.9
5,2020,16,168,27.88,335,6,18755000000,99.8,0.1,0.7,316.2,4.015,9.10,3.80,5.9
6,2020,16,168,27.89,335.1,6,1.88E+11,99.9,0.1,0.7,316.3,4.016,16.10,3.50,6.9
7,2020,16,168,27.89,335.1,6,1.76E+11,99.9,0.1,0.7,308,3.801,10.40,3.50,5.7
7,2020,16,168,27.89,335.1,6,1.76E+11,99.9,0.1,0.7,308,3.801,25.80,3.60,5.7
8,2020,16,168,27.89,335.1,6,1.69E+11,99.9,0.1,0.7,304.5,3.702,11.10,3.70,6.1
8,2020,16,168,27.89,335.1,6,1.69E+11,99.9,0.1,0.7,304.5,3.702,14.10,3.70,6.1
9,2020,16,168,27.89,335.1,6,1.44E+11,99.9,0.1,0.6,306,3.425,5.30,3.50,5.5
9,2020,16,168,27.89,335.1,6,1.44E+11,99.9,0.1,0.6,306,3.425,51.60,3.90,5.5
10,2020,16,168,27.89,335.1,6,1.17E+11,99.8,0.1,0.5,304.2,3.076,,,6.5
11,2020,16,168,27.89,335.1,6,1.22E+11,99.7,0.1,0.9,290.3,3.145,,,5.1
12,2020,16,168,27.89,335.1,6,1.67E+11,96.8,0.3,1.9,267.7,3.809,16.20,4.00,4.7
13,2020,16,168,27.89,335.1,6,2.29E+11,97.6,0.2,3.5,251.6,4.638,7.60,3.40,5.8
13,2020,16,168,27.89,335.1,6,2.29E+11,97.6,0.2,3.5,251.6,4.638,10.30,3.30,5.8
14,2020,16,168,27.89,335.1,6,2.92E+11,98.1,0.2,4.5,254.5,5.173,36.10,3.90,8
15,2020,16,168,27.89,335.1,6,3.54E+11,98.4,0.1,4.9,272.8,5.471,,,10.1
16,2020,16,168,27.89,335.1,6,4.28E+11,98.6,0.1,5.3,291.5,5.891,107.60,3.80,12.5
16,2020,16,168,27.89,335.1,6,4.28E+11,98.6,0.1,5.3,291.5,5.891,9.80,3.40,12.5
16,2020,16,168,27.89,335.1,6,4.28E+11,98.6,0.1,5.3,291.5,5.891,13.40,3.30,12.5
17,2020,16,168,27.89,335.1,6,5.36E+11,98.8,0.1,6.2,302.8,6.576,9.90,3.30,14.7
17,2020,16,168,27.89,335.1,6,5.36E+11,98.8,0.1,6.2,302.8,6.576,35.30,3.80,14.7
18,2020,16,168,27.89,335.1,6,6.71E+11,99,0.1,7.3,308.6,7.371,24.00,3.80,17.5
19,2020,16,168,27.89,335.1,6,7.98E+11,99.1,0.1,8.3,309.6,8.054,,,18.5
20,2020,16,168,27.89,335.1,6,8.90E+11,99.2,0.1,9,306,8.492,16.50,3.50,20
21,2020,16,168,27.89,335.1,6,9.32E+11,99.2,0.1,9,303.1,8.673,,,18.5
22,2020,16,168,27.89,335.1,6,9.32E+11,99.2,0.1,8.7,301,8.672,11.20,4.40,17.7
23,2020,16,168,27.89,335.1,6,8.96E+11,99.2,0.1,8.1,297,8.503,15.00,3.30,16.7
1,2020,17,169,27.89,335.1,6,6.40E+11,99.1,0,4.5,288.8,7.225,,,16.5
2,2020,17,169,27.89,335.1,6,4.90E+11,99.9,0,2.6,288.9,6.317,11.50,3.40,16.4
3,2020,17,169,27.87,335.1,6,3856600000,99.7,0.2,1.2,301.5,5.577,8.30,3.80,10.8
3,2020,17,169,27.88,335,6,38566000000,99.8,0.1,1.3,301.6,5.578,9.40,3.90,11.8
3,2020,17,169,27.89,335.1,6,3.86E+11,99.9,0,1.4,301.7,5.579,36.10,4.00,12.8
4,2020,17,169,27.89,335.1,6,2.86E+11,99.9,0,0.8,316.4,5.013,,,11.2
5,2020,17,169,27.89,335.1,6,2.20E+11,99.9,0,0.7,321.1,4.472,,,10.4
6,2020,17,169,27.89,335.1,6,1.87E+11,99.9,0.1,0.7,316.2,4.013,52.70,3.70,8.6
6,2020,17,169,27.89,335.1,6,1.87E+11,99.9,0.1,0.7,316.2,4.013,15.80,3.30,8.6
7,2020,17,169,27.89,335.1,6,1.76E+11,99.9,0.1,0.7,308,3.794,16.80,3.80,7.2
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,17.00,3.80,6.9
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,61.70,3.90,6.9
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,11.20,3.60,6.9
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,57.50,3.50,6.9
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,21.40,3.50,6.9
8,2020,17,169,27.89,335.1,6,1.68E+11,99.9,0.1,0.7,304.5,3.69,10.10,3.30,6.9
9,2020,17,169,27.89,335.1,6,1.43E+11,99.9,0.1,0.6,305.9,3.418,,,6.8
10,2020,17,169,27.89,335.1,6,1.17E+11,99.8,0.1,0.5,304.2,3.079,,,7.1
11,2020,17,169,27.89,335.1,6,1.22E+11,99.7,0.1,0.9,290.3,3.147,17.10,3.50,6
11,2020,17,169,27.89,335.1,6,1.22E+11,99.7,0.1,0.9,290.3,3.147,29.60,3.30,6
12,2020,17,169,27.89,335.1,6,1.66E+11,96.8,0.3,1.9,267.7,3.801,15.90,3.30,5.4
13,2020,17,169,27.89,335.1,6,2.28E+11,97.6,0.2,3.4,251.7,4.625,,,6.5
14,2020,17,169,27.89,335.1,6,2.90E+11,98.1,0.2,4.5,254.6,5.161,,,9
15,2020,17,169,27.89,335.1,6,3.52E+11,98.3,0.1,4.9,272.8,5.458,,,10.2
16,2020,17,169,27.89,335.1,6,4.25E+11,98.6,0.1,5.3,291.4,5.87,118.30,3.80,11.7
17,2020,17,169,27.89,335.1,6,5.32E+11,98.8,0.1,6.1,302.7,6.551,16.10,3.70,12.7
17,2020,17,169,27.89,335.1,6,5.32E+11,98.8,0.1,6.1,302.7,6.551,31.80,3.90,12.7
18,2020,17,169,27.89,335.1,6,6.66E+11,99,0.1,7.3,308.5,7.347,,,13.7
19,2020,17,169,27.89,335.1,6,7.93E+11,99.1,0.1,8.3,309.6,8.029,56.90,3.40,15
20,2020,17,169,27.89,335.1,6,8.85E+11,99.2,0.1,8.9,306,8.467,,,17.4
21,2020,17,169,27.89,335.1,6,9.27E+11,99.2,0.1,9,303,8.653,,,18
22,2020,17,169,27.89,335.1,6,9.29E+11,99.2,0.1,8.7,301,8.658,,,18
23,2020,17,169,27.89,335.1,6,8.93E+11,99.2,0.1,8.1,296.9,8.488,,,17.5
1,2020,18,170,27.89,335.1,6,6.38E+11,99.1,0,4.5,288.6,7.21,18.50,3.70,20.1
1,2020,18,170,27.89,335.1,6,6.38E+11,99.1,0,4.5,288.6,7.21,27.50,3.70,20.1
2,2020,18,170,27.89,335.1,6,4.88E+11,99.9,0,2.6,288.8,6.306,9.80,3.40,20.2
3,2020,18,170,27.89,335.1,6,3.84E+11,99.9,0,1.4,301.7,5.566,18.50,3.90,17.2
3,2020,18,170,27.89,335.1,6,3.84E+11,99.9,0,1.4,301.7,5.566,16.10,4.00,17.2
3,2020,18,170,27.89,335.1,6,3.84E+11,99.9,0,1.4,301.7,5.566,4.70,3.50,17.2
4,2020,18,170,27.89,335.1,6,2.84E+11,99.9,0,0.8,316.4,4.998,11.10,3.40,9.6
4,2020,18,170,27.89,335.1,6,2.84E+11,99.9,0,0.8,316.4,4.998,16.80,3.80,9.6
5,2020,18,170,27.89,335.1,6,2.19E+11,99.9,0,0.7,321,4.462,15.00,3.30,6.8
6,2020,18,170,27.89,335.1,6,1.87E+11,99.9,0.1,0.7,316.2,4.009,29.50,3.60,6.8
6,2020,18,170,27.89,335.1,6,1.87E+11,99.9,0.1,0.7,316.2,4.009,33.00,3.70,6.8
7,2020,18,170,27.89,335.1,6,1.75E+11,99.9,0.1,0.7,308,3.787,,,6.1
8,2020,18,170,27.89,335.1,6,1.67E+11,99.9,0.1,0.7,304.5,3.679,12.80,3.50,5.9
8,2020,18,170,27.89,335.1,6,1.67E+11,99.9,0.1,0.7,304.5,3.679,11.80,3.70,5.9
9,2020,18,170,27.89,335.1,6,1.43E+11,99.9,0.1,0.6,305.9,3.412,,,5.7
10,2020,18,170,27.89,335.1,6,1.17E+11,99.8,0.1,0.5,304.2,3.082,,,5.9
11,2020,18,170,27.89,335.1,6,1.22E+11,99.7,0.1,0.9,290.3,3.148,26.60,3.40,5.5
12,2020,18,170,27.89,335.1,6,1.65E+11,96.8,0.3,1.9,267.8,3.793,38.70,3.90,4.9
13,2020,18,170,27.89,335.1,6,2.27E+11,97.6,0.2,3.4,251.8,4.612,12.90,3.80,6.4
13,2020,18,170,27.89,335.1,6,2.27E+11,97.6,0.2,3.4,251.8,4.612,13.50,3.50,6.4
13,2020,18,170,27.89,335.1,6,2.27E+11,97.6,0.2,3.4,251.8,4.612,36.00,3.90,6.4
14,2020,18,170,27.89,335.1,6,2.89E+11,98.1,0.2,4.4,254.7,5.149,,,7.8
15,2020,18,170,27.89,335.1,6,3.50E+11,98.4,0.1,4.9,272.8,5.444,,,8.6
16,2020,18,170,27.89,335.1,6,4.22E+11,98.6,0.1,5.3,291.3,5.849,,,10.7
17,2020,18,170,27.89,335.1,6,5.28E+11,98.8,0.1,6.1,302.6,6.526,,,12.1
18,2020,18,170,27.89,335.1,6,6.62E+11,99,0.1,7.2,308.4,7.323,27.70,3.40,12.6
18,2020,18,170,27.89,335.1,6,6.62E+11,99,0.1,7.2,308.4,7.323,24.10,3.50,12.6
19,2020,18,170,27.89,335.1,6,7.89E+11,99.1,0.1,8.2,309.5,8.005,36.80,3.50,14.2
19,2020,18,170,27.89,335.1,6,7.89E+11,99.1,0.1,8.2,309.5,8.005,10.70,3.50,14.2
20,2020,18,170,27.89,335.1,6,8.80E+11,99.2,0.1,8.9,305.9,8.442,,,14.7
21,2020,18,170,27.89,335.1,6,9.23E+11,99.2,0.1,9,303,8.632,,,14.6
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,10.00,3.40,14.2
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,23.50,3.50,14.2
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,87.90,3.70,14.2
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,7.70,3.40,14.2
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,8.90,3.50,14.2
22,2020,18,170,27.89,335.1,6,9.26E+11,99.2,0.1,8.7,300.9,8.643,11.30,3.50,14.2
23,2020,18,170,27.89,335.1,6,8.90E+11,99.2,0.1,8.1,296.8,8.474,7.90,3.70,16
23,2020,18,170,27.89,335.1,6,8.90E+11,99.2,0.1,8.1,296.8,8.474,24.80,3.50,16
1,2020,19,171,27.89,335.1,6,6.35E+11,99.1,0,4.4,288.4,7.196,16.60,3.90,16.3
1,2020,19,171,27.89,335.1,6,6.35E+11,99.1,0,4.4,288.4,7.196,7.10,3.40,16.3
2,2020,19,171,27.89,335.1,6,4.86E+11,99.9,0,2.6,288.7,6.295,7.80,3.30,16.7
3,2020,19,171,27.89,335.1,6,3.82E+11,99.9,0,1.4,301.7,5.554,13.90,3.30,14.7
4,2020,19,171,27.89,335.1,6,2.83E+11,99.9,0,0.8,316.4,4.984,,,13
5,2020,19,171,27.89,335.1,6,2.18E+11,99.9,0,0.7,321,4.453,19.70,3.30,12
6,2020,19,171,27.89,335.1,6,1.87E+11,99.9,0,0.7,316.1,4.005,14.90,3.30,9.3
7,2020,19,171,27.89,335.1,6,1.74E+11,99.9,0.1,0.7,307.9,3.781,,,7.1
8,2020,19,171,27.89,335.1,6,1.66E+11,99.9,0.1,0.7,304.5,3.667,10.10,3.60,6.7
8,2020,19,171,27.89,335.1,6,1.66E+11,99.9,0.1,0.7,304.5,3.667,19.70,3.80,6.7
9,2020,19,171,27.89,335.1,6,1.42E+11,99.9,0.1,0.6,305.9,3.405,85.00,3.70,6.7
9,2020,19,171,27.89,335.1,6,1.42E+11,99.9,0.1,0.6,305.9,3.405,24.70,3.80,6.7
9,2020,19,171,27.89,335.1,6,1.42E+11,99.9,0.1,0.6,305.9,3.405,16.10,3.90,6.7
10,2020,19,171,27.89,335.1,6,1.18E+11,99.8,0.1,0.5,304.2,3.084,73.50,3.60,7.1
11,2020,19,171,27.89,335.1,6,1.22E+11,99.8,0.1,0.9,290.3,3.15,55.10,4.00,6
12,2020,19,171,27.89,335.1,6,1.65E+11,96.9,0.3,1.9,267.9,3.785,,,5.3
13,2020,19,171,27.89,335.1,6,2.26E+11,97.6,0.2,3.4,251.9,4.599,,,6.7
14,2020,19,171,27.89,335.1,6,2.88E+11,98.1,0.2,4.4,254.7,5.138,,,8.8
15,2020,19,171,27.89,335.1,6,3.48E+11,98.4,0.1,4.9,272.8,5.43,16.10,3.80,10.9
16,2020,19,171,27.89,335.1,6,4.19E+11,98.6,0.1,5.3,291.2,5.827,8.50,4.60,12.7
16,2020,19,171,27.89,335.1,6,4.19E+11,98.6,0.1,5.3,291.2,5.827,12.70,3.30,12.7
17,2020,19,171,27.89,335.1,6,5.24E+11,98.8,0.1,6.1,302.5,6.501,,,13.9
18,2020,19,171,27.89,335.1,6,6.58E+11,99,0.1,7.2,308.2,7.299,18.50,3.40,14.1
19,2020,19,171,27.89,335.1,6,7.84E+11,99.1,0.1,8.2,309.4,7.98,16.10,3.80,14.8
20,2020,19,171,27.89,335.1,6,8.75E+11,99.2,0.1,8.9,305.8,8.417,80.00,3.80,15.2
20,2020,19,171,27.89,335.1,6,8.75E+11,99.2,0.1,8.9,305.8,8.417,11.00,3.30,15.2
21,2020,19,171,27.89,335.1,6,9.19E+11,99.2,0.1,8.9,302.9,8.612,16.10,3.30,13.4
22,2020,19,171,27.89,335.1,6,9.23E+11,99.2,0.1,8.6,300.8,8.629,,,13.4
23,2020,19,171,27.89,335.1,6,8.87E+11,99.2,0.1,8,296.7,8.46,10.40,3.50,14
1,2020,20,172,27.89,335.1,6,6.32E+11,99.1,0,4.4,288.2,7.181,43.50,3.70,17.5
2,2020,20,172,27.89,335.1,6,4.85E+11,99.9,0,2.6,288.6,6.284,5.00,3.60,18.4
3,2020,20,172,27.89,335.1,6,3.81E+11,99.9,0,1.4,301.7,5.542,5.00,3.70,14.9
4,2020,20,172,27.89,335.1,6,2.81E+11,99.9,0,0.8,316.3,4.97,16.20,3.80,12.4
5,2020,20,172,27.89,335.1,6,2.18E+11,99.9,0,0.7,320.9,4.443,,,10.8
6,2020,20,172,27.89,335.1,6,1.86E+11,99.9,0.1,0.7,316,4.001,4.30,4.00,8.8
6,2020,20,172,27.89,335.1,6,1.86E+11,99.9,0.1,0.7,316,4.001,112.60,3.80,8.8
7,2020,20,172,27.89,335.1,6,1.74E+11,99.9,0.1,0.7,307.9,3.774,16.10,3.50,7.6
7,2020,20,172,27.89,335.1,6,1.74E+11,99.9,0.1,0.7,307.9,3.774,63.70,3.60,7.6
8,2020,20,172,27.89,335.1,6,1.65E+11,99.9,0.1,0.7,304.5,3.656,118.80,3.70,7.4
9,2020,20,172,27.89,335.1,6,1.42E+11,99.8,0.1,0.6,305.8,3.399,17.90,3.90,6.9
9,2020,20,172,27.89,335.1,6,1.42E+11,99.8,0.1,0.6,305.8,3.399,16.10,3.60,6.9
10,2020,20,172,27.89,335.1,6,1.18E+11,99.8,0.1,0.5,304.1,3.087,,,6.1
11,2020,20,172,27.89,335.1,6,1.22E+11,99.7,0.1,0.9,290.3,3.152,3.70,3.60,5.8
12,2020,20,172,27.89,335.1,6,1.64E+11,96.8,0.3,1.9,267.9,3.777,8.50,3.40,5.2
13,2020,20,172,27.89,335.1,6,2.24E+11,97.6,0.2,3.4,252,4.586,,,6.4
14,2020,20,172,27.89,335.1,6,2.87E+11,98.1,0.2,4.4,254.8,5.126,,,8.1
15,2020,20,172,27.89,335.1,6,3.47E+11,98.3,0.1,4.9,272.8,5.416,,,8.6
16,2020,20,172,27.89,335.1,6,4.16E+11,98.6,0.1,5.2,291.1,5.806,3.00,3.80,9.9
16,2020,20,172,27.89,335.1,6,4.16E+11,98.6,0.1,5.2,291.1,5.806,116.90,3.80,9.9
17,2020,20,172,27.89,335.1,6,5.20E+11,98.8,0.1,6,302.4,6.476,,,11.2
18,2020,20,172,27.89,335.1,6,6.53E+11,99,0.1,7.2,308.1,7.275,24.40,3.60,13
19,2020,20,172,27.89,335.1,6,7.79E+11,99.1,0.1,8.1,309.3,7.956,,,15.2
20,2020,20,172,27.89,335.1,6,8.70E+11,99.2,0.1,8.8,305.8,8.392,,,18.2
21,2020,20,172,27.89,335.1,6,9.14E+11,99.2,0.1,8.9,302.9,8.591,60.40,3.60,19.3
22,2020,20,172,27.89,335.1,6,9.20E+11,99.2,0.1,8.6,300.7,8.614,,,19.3
23,2020,20,172,27.89,335.1,6,8.83E+11,99.2,0.1,8,296.5,8.445,118.60,3.80,18
23,2020,20,172,27.89,335.1,6,8.83E+11,99.2,0.1,8,296.5,8.445,26.00,3.80,18
1,2020,21,173,27.89,335.1,6,6.29E+11,99.1,0,4.4,288,7.167,99.40,3.50,16
1,2020,21,173,27.89,335.1,6,6.29E+11,99.1,0,4.4,288,7.167,98.90,3.60,16
2,2020,21,173,27.89,335.1,6,4.83E+11,99.9,0,2.6,288.5,6.273,7.30,3.70,14
2,2020,21,173,27.89,335.1,6,4.83E+11,99.9,0,2.6,288.5,6.273,17.00,3.70,14
3,2020,21,173,27.89,335.1,6,3.79E+11,99.9,0,1.4,301.6,5.529,,,11.9
4,2020,21,173,27.89,335.1,6,2.80E+11,99.9,0,0.8,316.3,4.955,,,10.1
5,2020,21,173,27.89,335.1,6,2.17E+11,99.9,0,0.7,320.9,4.434,,,9
6,2020,21,173,27.89,335.1,6,1.86E+11,99.9,0,0.7,316,3.998,,,6.7
7,2020,21,173,27.89,335.1,6,1.73E+11,99.9,0.1,0.7,307.9,3.767,53.90,3.80,5.6
8,2020,21,173,27.89,335.1,6,1.64E+11,99.9,0.1,0.7,304.4,3.644,,,5.5
9,2020,21,173,27.89,335.1,6,1.41E+11,99.9,0.1,0.6,305.8,3.392,,,5.5
10,2020,21,173,27.89,335.1,6,1.18E+11,99.8,0.1,0.5,304.1,3.09,,,5.3
11,2020,21,173,27.89,335.1,6,1.22E+11,99.8,0.1,0.9,290.3,3.154,,,5.1
12,2020,21,173,27.89,335.1,6,1.63E+11,96.8,0.3,1.9,268,3.769,56.80,3.40,4.4
12,2020,21,173,27.89,335.1,6,1.63E+11,96.8,0.3,1.9,268,3.769,68.30,3.60,4.4
13,2020,21,173,27.89,335.1,6,2.23E+11,97.6,0.2,3.4,252,4.573,17.10,3.50,5.7
14,2020,21,173,27.89,335.1,6,2.86E+11,98.1,0.2,4.4,254.9,5.114,63.90,3.70,8
14,2020,21,173,27.89,335.1,6,2.86E+11,98.1,0.2,4.4,254.9,5.114,31.70,3.40,8
15,2020,21,173,27.89,335.1,6,3.45E+11,98.3,0.1,4.8,272.7,5.402,,,10.3
16,2020,21,173,27.89,335.1,6,4.13E+11,98.6,0.1,5.2,291,5.785,18.00,3.90,11.7
17,2020,21,173,27.89,335.1,6,5.16E+11,98.8,0.1,6,302.2,6.451,11.90,3.70,12.8
17,2020,21,173,27.89,335.1,6,5.16E+11,98.8,0.1,6,302.2,6.451,28.10,3.60,12.8
18,2020,21,173,27.89,335.1,6,6.49E+11,99,0.1,7.1,308,7.251,17.00,3.30,14
19,2020,21,173,27.89,335.1,6,7.75E+11,99.1,0.1,8.1,309.2,7.932,,,15.2
20,2020,21,173,27.89,335.1,6,8.65E+11,99.2,0.1,8.8,305.7,8.366,43.50,3.80,16.4
20,2020,21,173,27.89,335.1,6,8.65E+11,99.2,0.1,8.8,305.7,8.366,72.40,3.60,16.4
21,2020,21,173,27.89,335.1,6,9.10E+11,99.2,0.1,8.9,302.8,8.57,4.40,3.40,14.8
21,2020,21,173,27.89,335.1,6,9.10E+11,99.2,0.1,8.9,302.8,8.57,53.90,3.60,14.8
22,2020,21,173,27.89,335.1,6,9.17E+11,99.2,0.1,8.6,300.6,8.6,,,15.6
23,2020,21,173,27.89,335.1,6,8.80E+11,99.2,0.1,8,296.4,8.431,119.60,3.70,16.1
23,2020,21,173,27.89,335.1,6,8.80E+11,99.2,0.1,8,296.4,8.431,3.20,3.80,16.1
1,2020,22,174,27.89,335.1,6,6.26E+11,99,0,4.4,287.8,7.152,16.20,3.50,16.1
1,2020,22,174,27.89,335.1,6,6.26E+11,99,0,4.4,287.8,7.152,115.40,3.70,16.1
2,2020,22,174,27.89,335.1,6,4.81E+11,99.9,0,2.6,288.4,6.262,10.50,4.00,15.1
3,2020,22,174,27.89,335.1,6,3.77E+11,99.9,0,1.4,301.6,5.517,16.10,3.50,11.4
3,2020,22,174,27.89,335.1,6,3.77E+11,99.9,0,1.4,301.6,5.517,25.40,3.60,11.4
4,2020,22,174,27.89,335.1,6,2.78E+11,99.9,0,0.8,316.3,4.941,25.90,3.80,9.4
4,2020,22,174,27.89,335.1,6,2.78E+11,99.9,0,0.8,316.3,4.941,8.70,3.30,9.4
5,2020,22,174,27.89,335.1,6,2.16E+11,99.9,0,0.7,320.8,4.425,63.80,3.80,8.6
6,2020,22,174,27.89,335.1,6,1.86E+11,99.9,0,0.7,315.9,3.994,,,7.6
7,2020,22,174,27.89,335.1,6,1.73E+11,99.9,0,0.7,307.8,3.761,19.10,3.40,6.3
8,2020,22,174,27.89,335.1,6,1.63E+11,99.9,0.1,0.7,304.4,3.632,,,6.3
9,2020,22,174,27.89,335.1,6,1.41E+11,99.9,0.1,0.6,305.8,3.386,,,6.3
10,2020,22,174,27.89,335.1,6,1.18E+11,99.9,0.1,0.5,304,3.092,61.10,3.70,5.1
11,2020,22,174,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.155,,,4.8
12,2020,22,174,27.89,335.1,6,1.63E+11,96.9,0.2,1.8,268,3.761,,,3.9
13,2020,22,174,27.89,335.1,6,2.22E+11,97.6,0.2,3.3,252.1,4.56,,,5.3
14,2020,22,174,27.89,335.1,6,2.84E+11,98.1,0.1,4.4,255,5.103,,,8.3
15,2020,22,174,27.89,335.1,6,3.43E+11,98.3,0.1,4.8,272.7,5.388,10.00,3.40,11.3
16,2020,22,174,27.89,335.1,6,4.10E+11,98.6,0.1,5.2,290.9,5.764,,,12.5
17,2020,22,174,27.89,335.1,6,5.12E+11,98.8,0.1,6,302.1,6.426,6.50,3.70,13.5
18,2020,22,174,27.89,335.1,6,6.45E+11,99,0.1,7.1,307.9,7.227,15.00,4.10,14
19,2020,22,174,27.89,335.1,6,7.70E+11,99.1,0.1,8,309.1,7.907,,,16
20,2020,22,174,27.89,335.1,6,8.60E+11,99.2,0.1,8.7,305.6,8.341,12.20,3.60,18.2
21,2020,22,174,27.89,335.1,6,9.06E+11,99.2,0.1,8.8,302.7,8.55,102.10,3.40,19.2
22,2020,22,174,27.89,335.1,6,9.14E+11,99.2,0.1,8.6,300.5,8.585,,,19.2
23,2020,22,174,27.89,335.1,6,8.77E+11,99.2,0.1,8,296.2,8.416,,,18.4
1,2020,23,175,27.89,335.1,6,6.24E+11,99,0,4.4,287.5,7.137,12.00,5.20,18.4
2,2020,23,175,27.89,335.1,6,4.79E+11,99.9,0,2.6,288.2,6.251,18.60,3.40,16.9
3,2020,23,175,27.89,335.1,6,3.75E+11,99.9,0,1.4,301.6,5.504,,,12.2
4,2020,23,175,27.89,335.1,6,2.76E+11,99.9,0,0.8,316.3,4.927,15.90,3.90,9.5
4,2020,23,175,27.89,335.1,6,2.76E+11,99.9,0,0.8,316.3,4.927,10.80,3.60,9.5
5,2020,23,175,27.89,335.1,6,2.15E+11,99.9,0,0.7,320.8,4.415,16.70,3.90,8.8
6,2020,23,175,27.89,335.1,6,1.86E+11,99.9,0,0.7,315.9,3.99,,,7.2
7,2020,23,175,27.89,335.1,6,1.72E+11,99.9,0.1,0.7,307.8,3.754,,,6.6
8,2020,23,175,27.89,335.1,6,1.62E+11,99.9,0.1,0.7,304.4,3.621,4.60,3.30,6.4
9,2020,23,175,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.379,99.40,3.50,7
9,2020,23,175,27.89,335.1,6,1.40E+11,99.9,0.1,0.6,305.7,3.379,104.50,3.70,7
10,2020,23,175,27.89,335.1,6,1.18E+11,99.9,0.1,0.6,304,3.095,15.40,3.50,5.5
10,2020,23,175,27.89,335.1,6,1.18E+11,99.9,0.1,0.6,304,3.095,11.90,3.50,5.5
11,2020,23,175,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.157,16.10,3.80,5.4
11,2020,23,175,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.157,16.10,3.90,5.4
11,2020,23,175,27.89,335.1,6,1.23E+11,99.8,0.1,0.9,290.3,3.157,10.00,4.00,5.4
12,2020,23,175,27.89,335.1,6,1.62E+11,96.8,0.3,1.8,268.1,3.753,16.40,3.60,5.4
12,2020,23,175,27.89,335.1,6,1.62E+11,96.8,0.3,1.8,268.1,3.753,16.10,3.90,5.4
13,2020,23,175,27.89,335.1,6,2.21E+11,97.6,0.2,3.3,252.2,4.546,,,6.4
14,2020,23,175,27.89,335.1,6,2.83E+11,98.1,0.1,4.3,255,5.091,,,9
15,2020,23,175,27.84,335.4,6,3412100,98.2,0.4,4.3,272.6,5.373,17.40,3.80,10.9
15,2020,23,175,27.85,335.3,6,34121000,98.1,0.3,4.4,272.6,5.373,22.80,7.40,10.9
15,2020,23,175,27.86,335.2,6,341210000,98,0.2,4.5,272.4,5.373,4.20,3.80,10.9
15,2020,23,175,27.87,335.1,6,3412100000,98.1,0.1,4.6,272.6,5.373,43.30,3.70,10.9
15,2020,23,175,27.88,335,6,34121000000,98.2,0,4.7,272.6,5.373,15.30,3.90,10.9
16,2020,23,175,27.79,335.9,6,41,98.5,0.9,5.8,290.2,5.733,11.50,3.40,4.4
16,2020,23,175,27.8,335.8,6,407,98.4,0.8,5.7,290.1,5.734,2.70,3.30,5.4
16,2020,23,175,27.81,335.7,6,4066,98.3,0.7,5.6,290,5.735,12.10,4.20,6.4
16,2020,23,175,27.82,335.6,6,40657,98.2,0.6,5.5,290.1,5.736,23.90,3.70,7.4
16,2020,23,175,27.83,335.5,6,406570,98.1,0.5,5.4,290.2,5.737,5.00,3.60,8.4
